Sample month,GMV slab,Creators sampled,Sample orders,M+0,Spend M+0,Sample cost M+0,M+1,Spend M+1,Sample cost M+1,M+2,Spend M+2,Sample cost M+2,M+3,Spend M+3,Sample cost M+3,M+4,Spend M+4,Sample cost M+4,M+5,Spend M+5,Sample cost M+5,M+6 and later,Spend M+6 and later,Sample cost M+6 and later,Total GMV,Total spend,Total sample cost,ROAS,Final ROAS,Months observed
2026-04,£50-£100,63,64,635.0,39.0,384.0,121.0,3.0,18.0,29.0,20.0,12.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,785.0,63.0,438.0,12.46,1.57,6
2026-04,£100-£200,83,84,159.0,34.0,504.0,25.0,6.0,30.0,73.0,7.0,41.0,0.0,4.0,18.0,152.0,79.0,42.0,0.0,7.0,0.0,0.0,0.0,0.0,409.0,137.0,635.0,2.99,0.53,6
2026-04,£200-£500,143,145,1039.0,211.0,870.0,155.0,16.0,89.0,322.0,28.0,109.0,43.0,15.0,66.0,106.0,118.0,35.0,111.0,103.0,35.0,0.0,0.0,0.0,1776.0,491.0,1204.0,3.62,1.05,6
2026-04,£500-£1K,118,120,393.0,101.0,720.0,26.0,44.0,113.0,1671.0,598.0,131.0,240.0,27.0,69.0,450.0,225.0,114.0,341.0,288.0,42.0,0.0,0.0,0.0,3121.0,1283.0,1189.0,2.43,1.26,6
2026-04,£1K-£5K,204,209,3469.0,847.0,1260.0,4673.0,1549.0,226.0,3261.0,784.0,384.0,1387.0,318.0,233.0,1403.0,727.0,498.0,901.0,270.0,239.0,0.0,0.0,0.0,15094.0,4495.0,2840.0,3.36,2.06,6
2026-04,£5K-£10K,47,48,7617.0,3194.0,288.0,1939.0,411.0,66.0,2417.0,343.0,114.0,66.0,66.0,83.0,612.0,729.0,161.0,455.0,785.0,50.0,0.0,0.0,0.0,13106.0,5528.0,762.0,2.37,2.08,6
2026-04,£10K-£25K,43,43,2762.0,1475.0,276.0,2419.0,1076.0,24.0,3537.0,1256.0,71.0,643.0,105.0,37.0,947.0,894.0,48.0,1830.0,2350.0,35.0,0.0,0.0,0.0,12138.0,7156.0,491.0,1.7,1.59,6
2026-04,£25K-£50K,17,17,1721.0,287.0,102.0,452.0,47.0,6.0,178.0,46.0,18.0,50.0,10.0,6.0,1404.0,1502.0,24.0,429.0,290.0,12.0,0.0,0.0,0.0,4234.0,2182.0,168.0,1.94,1.8,6
2026-04,£50K+,8,8,50332.0,24321.0,48.0,5161.0,2734.0,18.0,19346.0,4497.0,18.0,481.0,73.0,34.0,8131.0,2868.0,51.0,2509.0,3349.0,0.0,0.0,0.0,0.0,85960.0,37842.0,169.0,2.27,2.26,6
2026-04,No data,1,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,6
2026-05,£0-£50,40,49,182.0,3.0,303.0,55.0,20.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,24.0,315.0,9.88,0.7,5
2026-05,£50-£100,20,25,85.0,3.0,178.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,2.0,18.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,13.0,208.0,6.54,0.38,5
2026-05,£100-£200,24,26,63.0,10.0,156.0,221.0,7.0,30.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,17.0,192.0,16.71,1.36,5
2026-05,£200-£500,100,116,463.0,29.0,715.0,897.0,219.0,113.0,142.0,4.0,48.0,106.0,25.0,58.0,0.0,82.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,359.0,946.0,4.48,1.23,5
2026-05,£500-£1K,86,103,338.0,66.0,623.0,1080.0,89.0,102.0,0.0,11.0,60.0,200.0,310.0,57.0,348.0,184.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,660.0,872.0,2.98,1.28,5
2026-05,£1K-£5K,198,238,9200.0,4728.0,1460.0,4207.0,991.0,311.0,1696.0,171.0,198.0,3033.0,1364.0,347.0,663.0,388.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,18799.0,7642.0,2486.0,2.46,1.86,5
2026-05,£5K-£10K,49,58,258.0,31.0,363.0,4514.0,2435.0,85.0,596.0,187.0,36.0,1555.0,768.0,89.0,209.0,336.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7132.0,3757.0,613.0,1.9,1.63,5
2026-05,£10K-£25K,34,37,511.0,251.0,225.0,406.0,137.0,66.0,328.0,38.0,39.0,5112.0,4469.0,33.0,179.0,244.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6536.0,5139.0,375.0,1.27,1.19,5
2026-05,£25K-£50K,14,15,955.0,278.0,93.0,7073.0,245.0,38.0,6335.0,1737.0,31.0,10813.0,6181.0,48.0,3933.0,1791.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,29109.0,10232.0,222.0,2.84,2.78,5
2026-05,£50K+,7,7,329.0,124.0,42.0,114.0,28.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,154.0,70.0,2.88,1.98,5
2026-05,No data,15,15,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,0.0,5
2026-06,£0-£50,1556,1562,894.0,192.0,9403.0,327.0,32.0,30.0,42.0,38.0,52.0,99.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.0,399.0,9485.0,3.41,0.14,4
2026-06,£50-£100,192,201,380.0,13.0,1215.0,248.0,12.0,24.0,0.0,16.0,24.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,42.0,1263.0,15.67,0.5,4
2026-06,£100-£200,250,260,624.0,53.0,1574.0,428.0,57.0,94.0,190.0,120.0,95.0,83.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,253.0,1775.0,5.24,0.65,4
2026-06,£200-£500,320,336,2621.0,217.0,2056.0,1439.0,404.0,243.0,423.0,266.0,228.0,127.0,273.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.0,1160.0,2587.0,3.97,1.23,4
2026-06,£500-£1K,214,228,1949.0,135.0,1388.0,939.0,97.0,250.0,525.0,275.0,224.0,338.0,152.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3751.0,659.0,1879.0,5.69,1.48,4
2026-06,£1K-£5K,330,380,4098.0,337.0,2452.0,2252.0,303.0,268.0,2043.0,1164.0,500.0,879.0,234.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9272.0,2038.0,3392.0,4.55,1.71,4
2026-06,£5K-£10K,55,66,4705.0,827.0,433.0,2058.0,1153.0,103.0,6304.0,5506.0,105.0,1913.0,2860.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14980.0,10346.0,688.0,1.45,1.36,4
2026-06,£10K-£25K,34,38,2576.0,477.0,240.0,1703.0,527.0,41.0,2509.0,2165.0,56.0,1092.0,802.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7880.0,3971.0,355.0,1.98,1.82,4
2026-06,£25K-£50K,8,8,26.0,2.0,48.0,42.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,65.0,34.0,1.01,4
2026-06,£50K+,10,11,388.0,290.0,76.0,272.0,247.0,0.0,103.0,153.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,690.0,87.0,1.11,0.98,4
2026-06,No data,57,63,0.0,1.0,384.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,402.0,0.0,0.0,4
2026-07,£0-£50,985,996,198.0,17.0,5856.0,342.0,151.0,0.0,1828.0,2634.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368.0,2802.0,5892.0,0.85,0.27,3
2026-07,£50-£100,84,84,57.0,3.0,500.0,0.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,16.0,536.0,3.56,0.1,3
2026-07,£100-£200,162,167,185.0,9.0,998.0,70.0,22.0,76.0,166.0,340.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,371.0,1098.0,1.13,0.29,3
2026-07,£200-£500,218,236,219.0,15.0,1418.0,526.0,162.0,145.0,104.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,196.0,1587.0,4.33,0.48,3
2026-07,£500-£1K,157,173,445.0,27.0,1050.0,1135.0,150.0,192.0,129.0,63.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,240.0,1284.0,7.12,1.12,3
2026-07,£1K-£5K,176,188,1000.0,299.0,1148.0,2933.0,2074.0,400.0,895.0,676.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4828.0,3049.0,1664.0,1.58,1.02,3
2026-07,£5K-£10K,31,36,747.0,357.0,231.0,10779.0,5216.0,76.0,1088.0,546.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12614.0,6119.0,319.0,2.06,1.96,3
2026-07,£10K-£25K,28,35,930.0,348.0,247.0,1379.0,1906.0,6.0,969.0,843.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3278.0,3097.0,259.0,1.06,0.98,3
2026-07,£25K-£50K,8,11,634.0,820.0,106.0,5830.0,3481.0,5.0,3272.0,2883.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9736.0,7184.0,122.0,1.36,1.33,3
2026-07,£50K+,6,9,350.0,92.0,69.0,822.0,454.0,12.0,750.0,716.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.0,1262.0,87.0,1.52,1.42,3
2026-07,No data,513,518,0.0,0.0,2526.0,0.0,0.0,46.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608.0,,0.0,3
2026-08,£0-£50,86,117,150.0,198.0,569.0,206.0,521.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,719.0,581.0,0.5,0.27,2
2026-08,£50-£100,17,25,143.0,65.0,149.0,42.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,82.0,160.0,2.26,0.76,2
2026-08,£100-£200,43,68,137.0,219.0,347.0,38.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,310.0,347.0,0.56,0.27,2
2026-08,£200-£500,83,130,739.0,234.0,729.0,195.0,79.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,313.0,741.0,2.98,0.89,2
2026-08,£500-£1K,91,138,919.0,782.0,755.0,242.0,430.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.0,1212.0,804.0,0.96,0.58,2
2026-08,£1K-£5K,185,272,4956.0,3131.0,1544.0,2313.0,1461.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7269.0,4592.0,1681.0,1.58,1.16,2
2026-08,£5K-£10K,30,46,1101.0,673.0,269.0,1079.0,1817.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,2490.0,347.0,0.88,0.77,2
2026-08,£10K-£25K,19,23,676.0,598.0,130.0,585.0,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,898.0,136.0,1.4,1.22,2
2026-08,£25K-£50K,4,5,950.0,319.0,30.0,113.0,158.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,477.0,42.0,2.23,2.05,2
2026-08,£50K+,5,8,461.0,151.0,54.0,478.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,273.0,54.0,3.44,2.87,2
2026-08,No data,284,285,0.0,0.0,1561.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0,,0.0,2
2026-09,£0-£50,55,65,0.0,90.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,429.0,0.0,0.0,1
2026-09,£50-£100,3,3,0.0,40.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.0,0.0,0.0,1
2026-09,£100-£200,8,10,26.0,11.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,65.0,2.36,0.34,1
2026-09,£200-£500,12,13,27.0,33.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,99.0,0.82,0.2,1
2026-09,£500-£1K,18,22,65.0,58.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,58.0,147.0,1.12,0.32,1
2026-09,£1K-£5K,50,60,524.0,175.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,175.0,372.0,2.99,0.96,1
2026-09,£5K-£10K,10,12,30.0,98.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,98.0,86.0,0.31,0.16,1
2026-09,£10K-£25K,22,24,326.0,314.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,314.0,148.0,1.04,0.71,1
2026-09,£25K-£50K,4,8,19.0,35.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,35.0,51.0,0.54,0.22,1
2026-09,£50K+,3,6,0.0,180.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,35.0,0.0,0.0,1
2026-09,No data,201,207,4257.0,3731.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4257.0,3731.0,1257.0,1.14,0.85,1
